Part_ID,Category,Unit_Cost,Lead_Time_Days,Demand_Class,ABC_Class,XYZ_Class,ABC_XYZ,Avg_Monthly_Demand,Annual_Demand,Annual_Value,EOQ,Safety_Stock,ROP,Avg_Inventory,Working_Capital,Inventory_Turnover,Days_of_Supply,Stock_Status,Newsvendor_Savings,Recommended_Method,MASE,Cpk,CV
P0142,Brake System,257.2,19,Lumpy,B,Z,BZ,1.02,12.2,3146.89,4.4,3.8,4.4,5.9,1528.35,1.178,305.6,Healthy,229.09,SBA,1.112,0.118,2.818
P0143,Suspension,254.57,11,Erratic,A,Y,AY,2.31,27.8,7068.04,6.6,2.3,3.1,5.6,1423.06,4.114,87.5,Healthy,257.88,SBA,0.921,0.334,0.993
P0144,Brake System,48.33,10,Lumpy,C,Z,CZ,0.92,11.1,534.45,9.6,2.6,2.9,7.4,358.71,1.078,334.0,Healthy,48.1,SBA,0.916,0.11,3.015
P0145,Brake System,47.49,16,Erratic,C,Z,CZ,2.16,25.9,1229.04,14.8,3.2,4.4,10.6,504.38,2.73,131.9,Healthy,65.84,SBA,1.231,0.266,1.25
P0146,Engine Components,413.13,52,Erratic,A,Z,AZ,2.75,32.9,13609.01,5.6,8.2,12.9,11.0,4541.65,3.548,101.5,Excess Stock,932.86,SBA,0.66,0.242,1.374
P0147,Electrical,260.66,12,Intermittent,B,Z,BZ,1.47,17.6,4599.93,5.2,2.3,2.9,4.9,1277.1,3.674,98.0,Healthy,293.32,Croston,1.192,0.221,1.502
P0148,Suspension,149.18,26,Erratic,B,Z,BZ,2.67,32.0,4773.89,9.3,5.0,7.3,9.7,1440.74,2.692,133.7,Healthy,321.02,SBA,1.441,0.27,1.231
P0149,Engine Components,617.53,19,Lumpy,A,Z,AZ,1.65,19.8,12205.22,3.6,4.5,5.6,6.3,3913.56,2.367,152.1,Excess Stock,599.89,SBA,1.152,0.158,2.109
P0150,Brake System,106.07,25,Smooth,A,X,AX,5.53,66.4,7038.11,15.8,2.6,7.2,10.5,1118.14,5.312,67.8,Healthy,161.52,Naive,1.773,1.046,0.317
P0151,Fuel System,84.51,11,Erratic,B,Z,BZ,2.94,35.3,2982.67,12.9,3.1,4.1,9.5,804.07,4.309,83.5,Healthy,157.03,SBA,1.387,0.319,1.042
P0152,Brake System,278.21,16,Erratic,A,Z,AZ,2.24,26.8,7462.62,6.2,2.8,4.0,5.9,1651.42,5.728,62.9,Healthy,208.85,SBA,0.662,0.315,1.054
P0153,Engine Components,687.17,22,Intermittent,B,Z,BZ,0.71,8.5,5820.74,2.2,1.8,2.4,2.9,2024.26,5.092,70.7,Healthy,488.48,Croston,1.685,0.179,1.846
P0154,Suspension,97.21,36,Intermittent,C,Z,CZ,0.75,8.9,869.13,6.1,2.7,3.6,5.7,554.03,1.053,342.0,Healthy,32.03,Croston,1.601,0.167,1.986
P0155,Body Parts,172.9,22,Lumpy,C,Z,CZ,0.12,1.4,244.09,1.8,1.2,1.3,2.1,358.85,2.891,124.5,Healthy,21.97,SBA,1.333,0.047,7.071
P0156,Brake System,53.02,25,Erratic,C,Z,CZ,1.9,22.8,1210.14,13.1,3.3,4.9,9.9,522.92,2.94,122.4,Healthy,58.66,SBA,0.708,0.287,1.156
P0157,Electrical,143.99,9,Erratic,B,Z,BZ,2.08,24.9,3591.36,8.3,2.2,2.8,6.4,918.98,2.507,143.6,Healthy,229.55,SBA,0.967,0.28,1.186
P0158,Transmission,564.34,44,Intermittent,A,Z,AZ,1.47,17.6,9958.92,3.5,4.2,6.3,6.0,3357.84,2.185,164.8,Excess Stock,393.9,Croston,1.431,0.232,1.427
P0159,Brake System,77.59,12,Erratic,C,Z,CZ,1.84,22.1,1716.07,10.7,1.9,2.7,7.3,563.67,2.065,174.4,Healthy,81.08,SBA,1.062,0.33,1.004
P0160,Transmission,358.89,24,Lumpy,A,Z,AZ,1.51,18.1,6502.18,4.5,5.6,6.9,7.9,2832.31,0.0,,Dead Stock,585.2,SBA,1.738,0.131,2.541
P0161,Brake System,154.41,9,Erratic,B,Z,BZ,2.55,30.6,4722.98,8.9,3.1,3.9,7.5,1164.66,2.784,129.3,Healthy,88.02,SBA,1.312,0.247,1.346
P0162,Electrical,258.92,7,Smooth,A,X,AX,10.59,127.1,32897.71,14.0,3.0,5.5,10.0,2594.47,13.073,27.5,Healthy,600.57,Naive,1.308,0.928,0.358
P0163,Electrical,278.23,8,Lumpy,B,Z,BZ,1.33,16.0,4451.73,4.8,3.0,3.3,5.4,1497.47,2.044,176.1,Healthy,38.99,SBA,1.185,0.126,2.635
P0164,Suspension,77.52,44,Smooth,A,X,AX,14.71,176.5,13679.19,30.2,7.1,28.7,22.2,1721.13,7.656,47.0,Healthy,308.15,Naive,1.483,1.369,0.243
P0165,Engine Components,710.86,44,Lumpy,A,Z,AZ,0.92,11.1,7861.31,2.5,5.1,6.5,6.4,4530.73,0.0,,Dead Stock,233.41,SBA,1.503,0.119,2.792
P0166,Exhaust System,92.62,18,Smooth,A,X,AX,7.55,90.6,8390.03,19.8,3.9,8.5,13.8,1281.26,6.65,54.1,Healthy,124.61,Naive,1.518,0.81,0.41
P0167,Brake System,152.93,14,Intermittent,C,Z,CZ,0.53,6.4,971.53,4.1,1.4,1.7,3.5,530.54,4.324,83.3,Healthy,65.77,Croston,0.882,0.137,2.405
P0168,Engine Components,705.89,26,Lumpy,A,Z,AZ,1.29,15.5,10962.11,3.0,4.4,5.5,5.9,4166.11,3.389,106.2,Excess Stock,264.5,SBA,1.612,0.149,2.23
P0169,Engine Components,826.88,17,Lumpy,A,Z,AZ,1.06,12.7,10506.24,2.5,3.5,4.1,4.8,3959.29,5.639,63.8,Excess Stock,861.1,SBA,0.63,0.123,2.706
P0170,Electrical,267.14,18,Erratic,A,Z,AZ,2.37,28.5,7605.73,6.5,3.4,4.8,6.6,1771.35,5.731,62.8,Healthy,278.98,SBA,1.12,0.298,1.113
P0171,Electrical,169.21,18,Erratic,B,Z,BZ,2.29,27.5,4658.14,8.1,2.9,4.3,7.0,1180.96,2.722,132.2,Healthy,128.64,SBA,0.819,0.329,1.008
P0172,Engine Components,413.2,26,Erratic,A,Z,AZ,1.71,20.5,8458.41,4.5,3.2,4.6,5.4,2223.71,2.973,121.1,Healthy,398.97,SBA,1.454,0.275,1.208
P0173,Suspension,367.14,36,Erratic,A,Z,AZ,2.43,29.2,10711.97,5.6,6.1,9.0,8.9,3263.23,3.15,114.3,Excess Stock,210.87,SBA,1.758,0.24,1.385
P0174,Brake System,114.03,12,Smooth,A,X,AX,5.49,65.9,7512.26,15.2,2.4,4.6,10.0,1141.07,6.295,57.2,Healthy,245.33,Naive,1.217,0.788,0.421
P0175,Electrical,165.79,5,Intermittent,B,Z,BZ,1.51,18.1,3003.68,6.6,1.3,1.5,4.6,755.33,2.634,136.7,Healthy,35.08,Croston,1.185,0.269,1.233
P0176,Engine Components,414.27,49,Intermittent,B,Z,BZ,0.59,7.1,2924.28,2.6,3.1,4.1,4.4,1821.9,0.682,527.7,Slow Mover,138.06,Croston,1.255,0.132,2.501
P0177,Transmission,561.15,55,Intermittent,B,Z,BZ,0.67,8.0,4489.18,2.4,3.7,5.0,4.9,2765.34,1.826,197.1,Excess Stock,291.72,Croston,1.032,0.132,2.515
P0178,Brake System,111.11,23,Smooth,A,X,AX,7.08,84.9,9437.79,17.5,3.4,8.8,12.1,1347.6,7.008,51.4,Healthy,233.05,Naive,1.374,1.0,0.332
P0179,Cooling System,58.74,15,Erratic,C,Z,CZ,2.94,35.3,2073.14,15.5,4.1,5.6,11.9,697.89,3.198,112.6,Healthy,99.0,SBA,1.354,0.275,1.207
P0180,Engine Components,826.74,15,Intermittent,B,Z,BZ,0.63,7.5,6224.88,1.9,1.9,2.2,2.8,2323.87,4.269,84.3,Healthy,139.01,Croston,0.987,0.13,2.544
P0181,Brake System,73.0,19,Lumpy,C,Z,CZ,0.98,11.8,858.78,8.0,3.6,4.2,7.6,556.96,2.49,144.6,Healthy,22.78,SBA,1.161,0.118,2.817
P0182,Engine Components,522.89,15,Erratic,A,Z,AZ,1.78,21.4,11196.02,4.0,2.5,3.4,4.6,2390.19,4.813,74.8,Healthy,757.56,SBA,1.285,0.27,1.227
P0183,Cooling System,63.13,26,Intermittent,C,Z,CZ,1.04,12.5,787.24,8.9,2.3,3.2,6.7,425.07,2.673,134.7,Healthy,65.6,Croston,1.043,0.23,1.438
P0184,Fuel System,32.2,17,Erratic,C,Y,CY,2.51,30.1,969.85,19.3,3.0,4.4,12.7,408.9,2.756,130.6,Healthy,31.23,SBA,0.695,0.341,0.974
P0185,Brake System,54.91,28,Smooth,A,X,AX,11.39,136.7,7505.86,31.6,5.4,16.0,21.2,1162.18,6.567,54.8,Healthy,125.58,Naive,1.727,1.117,0.298
P0186,Electrical,63.91,19,Erratic,C,Z,CZ,2.31,27.8,1774.39,13.2,3.2,4.6,9.8,624.48,1.33,270.6,Healthy,21.68,SBA,1.642,0.316,1.05
P0187,Exhaust System,169.35,17,Lumpy,C,Z,CZ,0.55,6.6,1115.71,3.9,2.4,2.7,4.4,737.33,1.148,313.5,Healthy,50.9,SBA,0.938,0.095,3.503
P0188,Electrical,92.01,11,Smooth,A,X,AX,13.06,156.7,14418.42,26.1,3.7,8.5,16.8,1544.85,8.934,40.3,Healthy,225.11,Naive,1.042,1.156,0.287
P0189,Suspension,430.68,12,Erratic,A,Z,AZ,2.73,32.7,14085.74,5.5,3.5,4.6,6.2,2687.63,2.083,172.8,Healthy,225.16,SBA,1.169,0.27,1.229
P0190,Brake System,204.95,9,Erratic,B,Y,BY,2.33,28.0,5738.49,7.4,1.7,2.4,5.4,1107.64,6.661,54.0,Healthy,98.42,SBA,1.17,0.408,0.813
P0191,Engine Components,471.78,25,Lumpy,A,Z,AZ,1.16,13.9,6549.48,3.4,4.3,5.2,6.0,2824.75,0.501,718.5,Slow Mover,450.79,SBA,1.279,0.135,2.459
P0192,Fuel System,132.32,11,Smooth,A,X,AX,8.06,96.7,12795.78,17.1,2.5,5.5,11.1,1465.85,8.214,43.8,Healthy,276.02,Naive,0.712,1.054,0.315
P0193,Fuel System,120.59,13,Lumpy,C,Z,CZ,0.33,4.0,482.36,3.6,1.8,2.0,3.6,438.54,0.0,,Dead Stock,30.73,SBA,1.645,0.066,5.029
P0194,Electrical,216.8,11,Erratic,B,Z,BZ,2.35,28.2,6121.39,7.2,3.0,3.8,6.6,1422.19,5.64,63.8,Healthy,237.04,SBA,0.633,0.264,1.259
P0195,Brake System,122.69,19,Lumpy,B,Z,BZ,1.53,18.4,2251.66,7.7,4.7,5.7,8.6,1049.1,2.456,146.6,Healthy,123.25,SBA,1.146,0.142,2.339
P0196,Brake System,142.09,15,Lumpy,C,Z,CZ,0.47,5.6,802.38,4.0,1.9,2.2,3.9,559.73,3.046,118.2,Healthy,18.03,SBA,1.003,0.093,3.555
P0197,Transmission,691.75,32,Lumpy,A,Z,AZ,0.86,10.4,7161.67,2.4,4.1,5.0,5.3,3696.85,1.123,320.7,Excess Stock,341.26,SBA,1.491,0.118,2.811
P0198,Fuel System,200.09,19,Lumpy,B,Z,BZ,1.71,20.5,4096.05,6.4,4.7,5.8,7.9,1587.03,1.513,237.9,Healthy,36.33,SBA,0.773,0.157,2.119
P0199,Fuel System,190.12,16,Erratic,B,Z,BZ,2.33,28.0,5323.45,7.7,4.4,5.7,8.2,1568.11,1.212,296.9,Healthy,214.86,SBA,0.888,0.211,1.573
P0200,Transmission,430.7,53,Lumpy,B,Z,BZ,0.82,9.9,4256.29,3.0,5.8,7.3,7.3,3152.32,2.596,138.7,Excess Stock,383.07,SBA,1.021,0.103,3.224
P0201,Electrical,222.46,13,Lumpy,C,Z,CZ,0.49,5.9,1308.56,3.3,2.1,2.4,3.8,839.66,2.649,135.9,Healthy,117.77,SBA,0.872,0.082,4.047
P0202,Engine Components,501.06,53,Smooth,A,X,AX,8.92,107.1,53642.83,9.2,6.6,22.4,11.2,5633.7,9.783,36.8,Healthy,1127.71,Naive,1.444,0.979,0.339
P0203,Engine Components,516.69,29,Lumpy,A,Z,AZ,1.12,13.4,6929.68,3.2,4.3,5.4,5.9,3062.81,0.843,426.8,Slow Mover,623.67,SBA,0.995,0.139,2.388
P0204,Fuel System,62.87,19,Smooth,C,Y,CY,1.88,22.6,1420.03,12.0,2.0,3.1,7.9,499.5,2.769,130.0,Healthy,64.1,Naive,1.349,0.418,0.792
P0205,Electrical,172.88,7,Intermittent,C,Z,CZ,0.73,8.7,1505.04,4.5,1.0,1.2,3.3,566.49,3.357,107.2,Healthy,12.03,Croston,1.456,0.185,1.792
P0206,Engine Components,287.18,16,Erratic,A,Z,AZ,2.08,24.9,7162.66,5.9,2.7,3.8,5.6,1615.79,1.955,184.1,Healthy,106.89,SBA,0.955,0.309,1.073
P0207,Engine Components,394.36,18,Intermittent,A,Z,AZ,1.57,18.8,7423.31,4.4,3.1,4.0,5.3,2077.3,3.607,99.8,Healthy,142.66,Croston,1.438,0.215,1.542
P0208,Electrical,242.02,14,Smooth,A,X,AX,6.55,78.6,19019.76,11.4,2.9,6.0,8.6,2092.23,7.403,48.6,Healthy,358.21,Naive,1.399,0.829,0.4
P0209,Engine Components,302.61,24,Erratic,A,Z,AZ,1.84,22.1,6693.13,5.4,2.9,4.4,5.6,1705.87,3.193,112.7,Healthy,154.74,SBA,1.125,0.307,1.082
P0210,Engine Components,202.44,20,Lumpy,C,Z,CZ,0.76,9.2,1857.72,4.3,3.2,3.7,5.3,1076.24,1.317,273.4,Healthy,153.08,SBA,1.695,0.107,3.103
P0211,Suspension,86.91,19,Erratic,B,Z,BZ,2.25,27.1,2351.76,11.2,4.2,5.6,9.8,847.46,2.769,130.0,Healthy,42.87,SBA,0.867,0.235,1.413
P0212,Transmission,717.43,54,Intermittent,B,Z,BZ,0.43,5.2,3713.76,1.7,2.6,3.4,3.4,2471.16,0.29,1240.0,Slow Mover,334.24,Croston,1.624,0.121,2.726
P0213,Electrical,150.81,7,Smooth,A,X,AX,4.63,55.5,8374.57,12.1,1.6,2.7,7.7,1162.85,6.485,55.5,Healthy,171.38,Naive,0.817,0.743,0.447
P0214,Brake System,157.59,14,Intermittent,C,Z,CZ,0.27,3.3,519.11,2.9,0.9,1.0,2.4,372.77,0.0,,Dead Stock,5.3,Croston,1.006,0.11,2.981
P0215,Transmission,645.98,51,Intermittent,B,Z,BZ,0.59,7.1,4559.88,2.1,3.2,4.2,4.3,2749.94,1.175,306.5,Excess Stock,45.54,Croston,1.283,0.13,2.546
P0216,Brake System,274.85,17,Lumpy,B,Z,BZ,1.14,13.6,3750.92,4.5,3.5,4.1,5.7,1563.29,1.055,341.3,Healthy,128.29,SBA,1.299,0.135,2.457
P0217,Brake System,136.35,19,Erratic,B,Z,BZ,2.8,33.6,4587.86,9.9,4.9,6.7,9.9,1349.91,5.05,71.3,Healthy,125.13,SBA,1.422,0.247,1.344
P0218,Transmission,581.49,27,Lumpy,B,Z,BZ,0.33,4.0,2325.96,1.7,2.7,3.0,3.5,2045.47,0.0,,Dead Stock,209.34,SBA,1.746,0.064,5.168
P0219,Electrical,220.03,17,Smooth,A,X,AX,7.82,93.9,20657.33,13.1,3.2,7.6,9.7,2142.24,9.244,38.9,Healthy,427.2,Naive,0.709,1.004,0.331
P0220,Exhaust System,136.47,8,Intermittent,C,Z,CZ,1.06,12.7,1733.98,6.1,1.6,1.9,4.7,637.1,1.071,336.1,Healthy,123.72,Croston,1.477,0.184,1.798
P0221,Electrical,57.72,10,Erratic,B,Y,BY,3.37,40.5,2335.88,16.7,2.8,4.0,11.2,647.57,3.209,112.2,Healthy,82.32,SBA,1.486,0.374,0.888
P0222,Electrical,247.48,13,Intermittent,B,Z,BZ,1.12,13.4,3319.16,4.7,1.9,2.4,4.3,1055.66,1.172,307.1,Healthy,57.16,Croston,1.432,0.207,1.601
P0223,Engine Components,547.31,45,Lumpy,C,Z,CZ,0.2,2.4,1287.79,1.3,2.0,2.2,2.6,1429.05,0.0,,Dead Stock,115.9,SBA,1.325,0.067,4.95
P0224,Brake System,122.68,26,Lumpy,C,Z,CZ,1.33,16.0,1962.88,7.2,4.4,5.6,8.0,986.87,1.119,321.8,Healthy,64.5,SBA,0.885,0.153,2.171
P0225,Brake System,161.94,8,Smooth,A,Y,AY,3.59,43.1,6972.85,10.3,1.7,2.7,6.9,1113.08,7.565,47.6,Healthy,214.83,Naive,1.158,0.589,0.563
P0226,Brake System,55.33,24,Erratic,C,Z,CZ,2.16,25.9,1432.12,13.7,4.3,6.0,11.1,614.48,2.611,137.9,Healthy,54.34,SBA,1.248,0.247,1.344
P0227,Body Parts,79.64,25,Lumpy,C,Z,CZ,0.33,4.0,318.55,4.5,2.6,2.9,4.8,384.49,0.0,,Dead Stock,19.17,SBA,1.147,0.064,5.168
P0228,Brake System,255.53,18,Lumpy,C,Z,CZ,0.53,6.4,1623.34,3.2,2.3,2.6,3.9,995.09,0.0,,Dead Stock,146.1,SBA,0.877,0.096,3.435
P0229,Fuel System,25.0,13,Smooth,C,X,CX,6.63,79.5,1988.41,35.7,3.0,5.9,20.9,521.54,3.739,96.3,Healthy,49.66,Naive,0.726,0.788,0.421
P0230,Electrical,127.14,11,Smooth,A,X,AX,6.59,79.1,10051.56,15.8,2.4,4.8,10.3,1305.79,8.958,40.2,Healthy,165.18,Naive,0.774,0.913,0.363
P0231,Exhaust System,115.99,23,Erratic,B,Z,BZ,2.73,32.7,3793.53,10.6,5.0,7.1,10.3,1194.72,3.592,100.2,Healthy,165.36,SBA,0.762,0.261,1.271
P0232,Suspension,81.31,20,Intermittent,C,Z,CZ,0.49,5.9,478.28,5.4,1.4,1.7,4.1,333.89,1.461,246.4,Healthy,4.16,Croston,1.007,0.153,2.152
P0233,Electrical,272.95,10,Lumpy,A,Z,AZ,2.29,27.5,7514.06,6.4,3.8,4.6,7.0,1912.98,1.998,180.2,Healthy,591.76,SBA,1.248,0.189,1.759
P0234,Suspension,148.19,32,Erratic,B,Z,BZ,2.08,24.9,3696.0,8.2,3.7,6.0,7.8,1162.78,2.421,148.7,Healthy,52.91,SBA,0.739,0.313,1.06
P0235,Engine Components,374.19,40,Intermittent,C,Z,CZ,0.39,4.7,1760.92,2.2,2.1,2.7,3.3,1216.84,1.538,234.1,Healthy,158.48,Croston,1.384,0.116,2.86
P0236,Transmission,367.17,26,Smooth,A,X,AX,8.45,101.4,37235.19,10.5,4.2,11.5,9.5,3477.81,10.135,35.5,Healthy,1148.53,Naive,1.609,1.019,0.326
P0237,Brake System,108.36,12,Lumpy,C,Z,CZ,1.12,13.4,1453.36,7.0,3.1,3.6,6.7,721.76,2.552,141.0,Healthy,82.7,SBA,0.921,0.123,2.703
P0238,Engine Components,151.09,15,Erratic,B,Z,BZ,2.04,24.5,3697.17,8.0,2.5,3.5,6.5,984.42,4.144,86.9,Healthy,52.83,SBA,1.578,0.316,1.05
P0239,Electrical,209.09,20,Lumpy,C,Z,CZ,0.43,5.2,1082.34,3.1,2.9,3.2,4.4,928.62,2.477,145.4,Healthy,97.41,SBA,1.395,0.067,4.95
P0240,Engine Components,862.57,35,Erratic,A,Z,AZ,1.8,21.6,18672.0,3.2,3.4,5.6,5.0,4340.46,6.359,56.6,Excess Stock,342.76,SBA,1.388,0.308,1.076
P0241,Cooling System,63.64,26,Lumpy,C,Z,CZ,1.27,15.3,973.38,9.8,4.7,5.8,9.6,613.53,0.726,495.8,Slow Mover,77.89,SBA,1.146,0.137,2.427
P0242,Cooling System,129.46,21,Lumpy,C,Z,CZ,0.35,4.2,548.29,3.6,2.6,2.9,4.4,575.92,0.0,,Dead Stock,49.35,SBA,1.053,0.061,5.435
P0243,Fuel System,162.25,23,Lumpy,C,Z,CZ,0.71,8.5,1374.36,4.6,3.3,3.9,5.6,911.01,2.137,168.4,Healthy,123.69,SBA,0.989,0.101,3.275
P0244,Brake System,278.32,14,Lumpy,B,Z,BZ,0.78,9.4,2619.45,3.7,2.8,3.2,4.7,1296.0,0.0,,Dead Stock,235.75,SBA,0.656,0.104,3.197
P0245,Engine Components,461.48,50,Intermittent,B,Z,BZ,0.86,10.4,4777.65,3.0,3.1,4.6,4.6,2143.79,2.368,152.0,Excess Stock,39.28,Croston,0.61,0.193,1.718
P0246,Cooling System,75.44,23,Lumpy,C,Z,CZ,1.31,15.8,1189.28,9.1,4.5,5.5,9.1,684.06,1.544,233.2,Healthy,107.04,SBA,1.736,0.14,2.376
P0247,Suspension,186.87,42,Intermittent,C,Z,CZ,0.27,3.3,615.56,2.7,1.8,2.2,3.1,578.78,1.614,223.0,Healthy,38.99,Croston,1.184,0.1,3.312
P0248,Cooling System,136.89,24,Intermittent,C,Z,CZ,0.96,11.5,1578.3,5.8,2.5,3.3,5.4,740.3,0.37,973.4,Slow Mover,76.1,Croston,1.437,0.187,1.773
P0249,Cooling System,152.52,21,Lumpy,C,Z,CZ,0.88,10.6,1614.89,5.3,3.1,3.8,5.8,880.61,0.52,692.9,Slow Mover,90.45,SBA,0.933,0.128,2.585
P0250,Exhaust System,63.15,11,Lumpy,C,Z,CZ,2.24,26.8,1693.91,13.0,4.2,5.0,10.7,675.4,1.496,240.6,Healthy,20.21,SBA,1.023,0.177,1.876
P0251,Brake System,147.01,13,Lumpy,C,Z,CZ,0.73,8.7,1279.84,4.9,2.8,3.1,5.2,768.87,1.147,313.8,Healthy,7.37,SBA,1.505,0.093,3.56
P0252,Brake System,293.03,24,Intermittent,B,Z,BZ,0.92,11.1,3240.61,3.9,2.4,3.2,4.4,1277.68,0.0,,Dead Stock,222.27,Croston,0.907,0.186,1.783
P0253,Exhaust System,160.04,12,Erratic,B,Z,BZ,2.63,31.5,5045.89,8.9,3.3,4.3,7.7,1237.86,2.586,139.2,Healthy,207.5,SBA,0.781,0.276,1.206
P0254,Brake System,315.84,28,Smooth,A,X,AX,7.06,84.7,26753.17,10.4,3.6,10.2,8.8,2770.74,9.803,36.7,Healthy,643.93,Naive,1.724,1.036,0.32
P0255,Engine Components,705.88,50,Erratic,A,Z,AZ,2.24,26.8,18934.22,3.9,5.8,9.5,7.8,5485.02,3.089,116.6,Excess Stock,385.85,SBA,1.706,0.271,1.226
P0256,Electrical,121.02,18,Lumpy,C,Z,CZ,0.82,9.9,1195.93,5.7,3.6,4.1,6.5,783.79,0.0,,Dead Stock,107.63,SBA,1.761,0.096,3.449
P0257,Cooling System,118.6,25,Lumpy,C,Z,CZ,1.1,13.2,1562.67,6.7,4.2,5.1,7.5,893.13,3.32,108.4,Healthy,45.41,SBA,1.669,0.13,2.546
P0258,Transmission,563.56,51,Intermittent,B,Z,BZ,0.82,9.9,5569.28,2.6,3.5,4.9,4.8,2701.25,0.835,431.4,Slow Mover,242.36,Croston,1.468,0.169,1.964
P0259,Electrical,38.56,20,Erratic,C,Z,CZ,2.29,27.5,1061.41,16.9,3.1,4.7,11.6,446.83,1.208,298.0,Healthy,65.73,SBA,0.658,0.326,1.019
P0260,Engine Components,551.29,23,Lumpy,A,Z,AZ,1.04,12.5,6874.96,3.0,4.0,4.8,5.5,3024.77,1.276,282.2,Excess Stock,618.75,SBA,1.488,0.125,2.661
P0261,Electrical,203.84,19,Smooth,A,X,AX,5.84,70.1,14292.93,11.7,3.3,7.0,9.1,1858.46,8.226,43.8,Healthy,454.91,Naive,0.867,0.781,0.425
P0262,Filters,14.19,6,Erratic,C,Z,CZ,2.92,35.1,497.52,31.4,2.3,2.9,18.0,255.27,1.279,281.6,Healthy,15.46,SBA,1.498,0.315,1.056
P0263,Engine Components,725.33,36,Intermittent,A,Z,AZ,0.84,10.1,7338.59,2.4,3.0,4.0,4.2,3043.33,3.813,94.4,Excess Stock,660.47,Croston,1.615,0.167,1.984
P0264,Suspension,287.67,42,Lumpy,A,Z,AZ,2.14,25.6,7377.92,6.0,7.1,10.1,10.1,2897.53,3.773,95.4,Excess Stock,664.01,SBA,0.978,0.195,1.704
P0265,Fuel System,201.16,22,Erratic,B,Z,BZ,2.18,26.1,5253.85,7.2,3.4,5.0,7.0,1406.84,5.291,68.0,Healthy,59.18,SBA,1.244,0.3,1.106
P0266,Transmission,223.33,58,Erratic,A,Z,AZ,2.59,31.1,6936.44,7.5,6.1,11.2,9.9,2205.69,2.734,131.7,Healthy,121.21,SBA,1.404,0.32,1.038
P0267,Transmission,345.93,55,Lumpy,B,Z,BZ,0.59,7.1,2441.85,2.9,5.5,6.6,6.9,2388.73,0.869,414.3,Slow Mover,93.9,SBA,1.159,0.079,4.18
P0268,Transmission,530.85,54,Intermittent,B,Z,BZ,0.63,7.5,3997.02,2.4,3.7,4.8,4.9,2600.36,1.429,251.9,Excess Stock,178.06,Croston,1.279,0.124,2.677
P0269,Brake System,126.55,8,Lumpy,B,Z,BZ,2.22,26.6,3364.85,9.2,3.2,3.8,7.8,987.53,2.307,156.1,Healthy,99.38,SBA,1.122,0.194,1.711
P0270,Brake System,241.47,19,Erratic,A,Z,AZ,2.75,32.9,7954.2,7.4,4.7,6.4,8.4,2016.64,5.508,65.4,Healthy,105.6,SBA,1.734,0.256,1.296
P0271,Exhaust System,152.65,15,Lumpy,B,Z,BZ,1.31,15.8,2406.42,6.4,4.3,5.0,7.5,1148.82,2.657,135.5,Healthy,216.58,SBA,0.866,0.118,2.822
P0272,Exhaust System,50.89,22,Erratic,C,Z,CZ,2.53,30.4,1544.66,15.4,4.4,6.3,12.2,619.43,3.779,95.3,Healthy,26.9,SBA,1.309,0.266,1.249
P0273,Fuel System,120.06,11,Lumpy,C,Z,CZ,0.98,11.8,1412.51,6.3,2.5,2.9,5.7,679.58,2.473,145.5,Healthy,7.2,SBA,1.253,0.128,2.591
P0274,Fuel System,119.14,13,Lumpy,B,Z,BZ,1.47,17.6,2102.55,7.7,3.8,4.4,7.7,911.53,2.876,125.2,Healthy,170.63,SBA,1.431,0.139,2.388
P0275,Suspension,204.02,29,Intermittent,B,Z,BZ,0.94,11.3,2304.22,4.7,2.6,3.5,4.9,1000.37,2.243,160.5,Healthy,62.36,Croston,1.144,0.198,1.675
P0276,Suspension,423.84,33,Lumpy,B,Z,BZ,0.94,11.3,4786.91,3.3,4.9,6.0,6.6,2777.38,0.0,,Dead Stock,384.85,SBA,1.01,0.11,3.03
P0277,Exhaust System,163.26,19,Intermittent,C,Z,CZ,0.9,10.8,1767.09,5.1,2.3,2.9,4.9,797.17,2.458,146.5,Healthy,82.5,Croston,1.538,0.17,1.955
P0278,Electrical,200.67,15,Lumpy,B,Z,BZ,1.43,17.2,3446.78,5.9,3.6,4.3,6.5,1303.56,4.464,80.6,Healthy,310.21,SBA,1.084,0.155,2.144
P0279,Transmission,592.88,46,Intermittent,B,Z,BZ,0.86,10.4,6138.05,2.6,3.7,5.0,5.0,2949.36,1.608,223.9,Excess Stock,552.42,Croston,1.047,0.159,2.079
P0280,Exhaust System,106.57,13,Lumpy,C,Z,CZ,1.06,12.7,1354.02,6.9,3.2,3.7,6.7,711.06,1.499,240.2,Healthy,9.41,SBA,1.375,0.118,2.808
P0281,Fuel System,195.38,16,Lumpy,C,Z,CZ,0.88,10.6,2068.77,4.7,3.3,3.8,5.6,1099.99,0.0,,Dead Stock,146.95,SBA,0.622,0.107,3.115
P0282,Brake System,236.01,21,Erratic,B,Z,BZ,2.08,24.9,5886.46,6.5,3.2,4.7,6.5,1533.33,3.078,116.9,Healthy,218.56,SBA,1.234,0.293,1.135
P0283,Brake System,245.47,27,Smooth,A,X,AX,4.49,53.9,13226.49,9.4,3.3,7.3,8.0,1961.35,7.634,47.2,Healthy,286.64,Naive,1.681,0.703,0.472
P0284,Engine Components,785.07,51,Erratic,A,Z,AZ,2.75,32.9,25861.0,4.1,6.0,10.7,8.1,6357.19,6.175,58.3,Excess Stock,357.42,SBA,1.065,0.323,1.027
